2021-04-24 16:53:34,460 |OFBiz-batch-2        |DatabaseUtil                  |W| Table named [STATEMENTS_WITH_TEMP_TABLES] exists in the database but has no corresponding entity
2021-04-24 16:54:18,769 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductKeywords, triggered by rule on Entity: ProductFeatureAppl
2021-04-24 16:54:18,786 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductKeywords] finished in [15] milliseconds
2021-04-24 16:54:18,786 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductFeatureAppl
2021-04-24 16:54:18,788 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:18,792 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,795 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:18,800 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,802 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:18,812 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,817 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,820 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:18,830 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,836 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [4] milliseconds
2021-04-24 16:54:18,839 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-9943-S3
2021-04-24 16:54:18,843 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,847 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [4] milliseconds
2021-04-24 16:54:18,857 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,861 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,867 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,870 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,872 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:18,879 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,880 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:18,883 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,885 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:18,888 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,890 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:18,893 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,897 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [4] milliseconds
2021-04-24 16:54:18,902 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,903 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:18,912 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,913 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:18,916 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,920 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductPrice
2021-04-24 16:54:18,942 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexWorkEffortKeywords, triggered by rule on Entity: WorkEffort
2021-04-24 16:54:18,975 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexWorkEffortKeywords] finished in [33] milliseconds
2021-04-24 16:54:18,978 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexWorkEffortKeywords, triggered by rule on Entity: WorkEffort
2021-04-24 16:54:18,995 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexWorkEffortKeywords] finished in [17] milliseconds
2021-04-24 16:54:18,999 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexWorkEffortKeywords, triggered by rule on Entity: WorkEffort
2021-04-24 16:54:19,009 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-9943
2021-04-24 16:54:19,029 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexWorkEffortKeywords] finished in [30] milliseconds
2021-04-24 16:54:19,039 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductCategoryMember
2021-04-24 16:54:19,042 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductCategoryMember
2021-04-24 16:54:19,044 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductCategoryMember
2021-04-24 16:54:19,063 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-9943-S4
2021-04-24 16:54:19,149 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-5569
2021-04-24 16:54:19,267 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-9943
2021-04-24 16:54:19,271 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,283 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [11] milliseconds
2021-04-24 16:54:19,285 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,301 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [16] milliseconds
2021-04-24 16:54:19,304 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,323 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [19] milliseconds
2021-04-24 16:54:19,347 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,378 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [29] milliseconds
2021-04-24 16:54:19,381 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,399 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [18] milliseconds
2021-04-24 16:54:19,403 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,422 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [19] milliseconds
2021-04-24 16:54:19,425 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,434 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-1111
2021-04-24 16:54:19,461 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [36] milliseconds
2021-04-24 16:54:19,470 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,487 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [17] milliseconds
2021-04-24 16:54:19,490 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,503 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [13] milliseconds
2021-04-24 16:54:19,509 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,535 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [25] milliseconds
2021-04-24 16:54:19,541 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,566 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [25] milliseconds
2021-04-24 16:54:19,569 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,575 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-5569
2021-04-24 16:54:19,585 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [16] milliseconds
2021-04-24 16:54:19,587 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,607 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [19] milliseconds
2021-04-24 16:54:19,609 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,620 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [11] milliseconds
2021-04-24 16:54:19,624 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,637 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [13] milliseconds
2021-04-24 16:54:19,639 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,648 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [9] milliseconds
2021-04-24 16:54:19,650 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,674 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [24] milliseconds
2021-04-24 16:54:19,676 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,686 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [9] milliseconds
2021-04-24 16:54:19,688 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,707 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [18] milliseconds
2021-04-24 16:54:19,709 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,716 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:GZ-2644
2021-04-24 16:54:19,730 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [20] milliseconds
2021-04-24 16:54:19,733 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,768 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [35] milliseconds
2021-04-24 16:54:19,778 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,795 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [15] milliseconds
2021-04-24 16:54:19,799 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,812 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [11] milliseconds
2021-04-24 16:54:19,814 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,827 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [12] milliseconds
2021-04-24 16:54:19,831 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,843 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:GZ-8544
2021-04-24 16:54:19,846 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [14] milliseconds
2021-04-24 16:54:19,850 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,865 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [13] milliseconds
2021-04-24 16:54:19,869 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,898 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [27] milliseconds
2021-04-24 16:54:19,901 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,923 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [22] milliseconds
2021-04-24 16:54:19,929 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,941 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [12] milliseconds
2021-04-24 16:54:19,943 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:19,979 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [35] milliseconds
2021-04-24 16:54:19,984 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,014 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-5569
2021-04-24 16:54:20,020 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [34] milliseconds
2021-04-24 16:54:20,035 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,054 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [18] milliseconds
2021-04-24 16:54:20,070 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,083 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [12] milliseconds
2021-04-24 16:54:20,085 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,111 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [25] milliseconds
2021-04-24 16:54:20,113 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,137 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [24] milliseconds
2021-04-24 16:54:20,140 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,154 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [14] milliseconds
2021-04-24 16:54:20,156 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,225 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [68] milliseconds
2021-04-24 16:54:20,229 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,250 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [21] milliseconds
2021-04-24 16:54:20,250 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:GZ-2644
2021-04-24 16:54:20,256 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,317 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [61] milliseconds
2021-04-24 16:54:20,320 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,350 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [30] milliseconds
2021-04-24 16:54:20,352 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,367 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:GZ-2644
2021-04-24 16:54:20,386 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [33] milliseconds
2021-04-24 16:54:20,390 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,405 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [14] milliseconds
2021-04-24 16:54:20,408 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,423 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [13] milliseconds
2021-04-24 16:54:20,426 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,441 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [14] milliseconds
2021-04-24 16:54:20,445 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,457 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [12] milliseconds
2021-04-24 16:54:20,460 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,472 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [12] milliseconds
2021-04-24 16:54:20,475 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,490 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [13] milliseconds
2021-04-24 16:54:20,494 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,506 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [11] milliseconds
2021-04-24 16:54:20,510 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,529 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [17] milliseconds
2021-04-24 16:54:20,533 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: Content
2021-04-24 16:54:20,553 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-5569
2021-04-24 16:54:20,555 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [22] milliseconds
2021-04-24 16:54:20,632 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: ProductCategoryContent
2021-04-24 16:54:20,652 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [20] milliseconds
2021-04-24 16:54:20,656 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: ProductCategoryContent
2021-04-24 16:54:20,677 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [20] milliseconds
2021-04-24 16:54:20,682 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,686 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-9943
2021-04-24 16:54:20,707 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [25] milliseconds
2021-04-24 16:54:20,707 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,730 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductKeywords] finished in [22] milliseconds
2021-04-24 16:54:20,730 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,731 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:20,734 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,767 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [32] milliseconds
2021-04-24 16:54:20,768 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,794 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductKeywords] finished in [25] milliseconds
2021-04-24 16:54:20,795 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,798 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,830 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [28] milliseconds
2021-04-24 16:54:20,831 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,857 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductKeywords] finished in [25] milliseconds
2021-04-24 16:54:20,859 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,860 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [1] milliseconds
2021-04-24 16:54:20,863 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,888 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [25] milliseconds
2021-04-24 16:54:20,889 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,891 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:GZ-2644
2021-04-24 16:54:20,910 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductKeywords] finished in [21] milliseconds
2021-04-24 16:54:20,911 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,915 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,933 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [16] milliseconds
2021-04-24 16:54:20,934 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,954 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductKeywords] finished in [20] milliseconds
2021-04-24 16:54:20,955 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,958 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:20,976 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [17] milliseconds
2021-04-24 16:54:20,978 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:21,000 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductKeywords] finished in [21] milliseconds
2021-04-24 16:54:21,000 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductContent
2021-04-24 16:54:21,011 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [11] milliseconds
2021-04-24 16:54:21,015 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:21,032 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [15] milliseconds
2021-04-24 16:54:21,033 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:21,046 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductKeywords] finished in [12] milliseconds
2021-04-24 16:54:21,047 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductContent
2021-04-24 16:54:21,050 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:21,058 |xer_default_products |DocumentIndexer               |I| DocumentIndexer_default_products: indexed Lucene document: productId:WG-9943
2021-04-24 16:54:21,066 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [15] milliseconds
2021-04-24 16:54:21,066 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:21,079 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProductKeywords] finished in [13] milliseconds
2021-04-24 16:54:21,079 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProduct, triggered by rule on Entity: ProductContent
2021-04-24 16:54:21,082 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexProduct] finished in [3] milliseconds
2021-04-24 16:54:21,086 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexContentKeywords, triggered by rule on Entity: ProductContent
2021-04-24 16:54:21,122 |main                 |ServiceDispatcher             |T| Sync service [entity-default/indexContentKeywords] finished in [35] milliseconds
2021-04-24 16:54:21,122 |main                 |EntityEcaRule                 |I| Running Entity ECA Service: indexProductKeywords, triggered by rule on Entity: ProductContent
